time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper,historical_surv,historical_se,higher_surv_est,higher_surv_se,higher_surv_lci,higher_surv_uci
180,0.9891169108484664,exposed,NH White,8.664329205010468e-4,0.9874187335292643,0.9908150881676684,10.883089151533577,12.581266470735542,9.18491183233172,0.992633156276363,6.234915121142625e-4,-3.516245427896525,0.0010674491423044484,-5.608445746813243,-1.424045108979806
365,0.967687597074292,exposed,NH White,0.00239395076508773,0.9629955397939578,0.972379654354626,32.31240292570803,37.0044602060422,27.62034564537397,0.9779958538178484,0.00173617016813915,-10.308256743556399,0.0029572431618655323,-16.104453340812842,-4.512060146299956
180,0.9919109379380208,historical,Hispanic,0.00165735324641974,0.9886625852653774,0.995159290610664,8.089062061979346,11.337414734622577,4.8407093893361175,0.9919109379380208,0.00165735324641974,0,0.0023438514387298746,NA,NA
365,0.9758685087669008,historical,Hispanic,0.00481686444150041,0.9664276279431484,0.9853093895906532,24.13149123309921,33.5723720568516,14.690610409346716,0.9758685087669008,0.00481686444150041,0,0.006812075021282583,NA,NA
180,0.9896629637984908,historical,NH Black,9.471711232602568e-4,0.9878065425097045,0.9915193850872772,10.337036201509164,12.193457490295543,8.480614912722672,0.9896629637984908,9.471711232602568e-4,0,0.0013395022484028137,NA,NA
365,0.9692803434736424,historical,NH Black,0.00263597239605144,0.9641139325131396,0.974446754434145,30.719656526357664,35.8860674868603,25.553245565855033,0.9692803434736424,0.00263597239605144,0,0.00372782791253705,NA,NA
180,0.992633156276363,historical,NH White,6.234915121142625e-4,0.9914111353679526,0.9938551771847732,7.366843723637051,8.588864632047443,6.144822815226658,0.992633156276363,6.234915121142625e-4,0,8.817501524564989e-4,NA,NA
365,0.9779958538178484,historical,NH White,0.00173617016813915,0.9745930228172628,0.981398684818434,22.00414618215152,25.40697718273721,18.601315181565937,0.9779958538178484,0.00173617016813915,0,0.002455315398369963,NA,NA
180,0.9901311940470676,unexposed,Hispanic,7.857988919282591e-4,0.9885910565197968,0.9916713315743384,9.86880595293238,11.40894348020327,8.32866842566149,0.9919109379380208,0.00165735324641974,-1.779743890953145,0.00183420273742401,-5.374781256304204,1.8152934743979146
365,0.9706484441456824,unexposed,Hispanic,0.00218121220385724,0.966373346783483,0.974923541507882,29.35155585431759,33.626653216517035,25.07645849211815,0.9758685087669008,0.00481686444150041,-5.220064621218379,0.005287709308012953,-15.583974864923764,5.1438456224870075
180,0.9867997077440842,unexposed,NH Black,6.540163481573739e-4,0.9855178592563952,0.9880815562317732,13.200292255915793,14.482140743604656,11.918443768226927,0.9896629637984908,9.471711232602568e-4,-2.8632560544066266,0.0011510301996017324,-5.119275245626023,-0.607236863187231
365,0.960961312131032,unexposed,NH Black,0.00164632544578828,0.9577345735504552,0.964188050711609,39.038687868968026,42.2654264495449,35.81194928839104,0.9692803434736424,0.00263597239605144,-8.319031342610472,0.003107851017374409,-14.410419336664313,-2.227643348556631
180,0.9919830670307732,unexposed,NH White,3.503355973201938e-4,0.9912964218775234,0.9926697121840232,8.016932969226676,8.703578122476575,7.330287815976777,0.992633156276363,6.234915121142625e-4,-0.6500892455897356,7.151759898292353e-4,-2.0518341856550366,0.7516556944755656
365,0.9760807344128196,unexposed,NH White,8.478163411111784e-4,0.9744190449187372,0.977742423906902,23.919265587180384,25.58095508126279,22.257576093097978,0.9779958538178484,0.00173617016813915,-1.9151194050287534,0.0019321178538048527,-5.702070398486265,1.8718315884287575
180,0.9929715482087518,exposed,18 to 39,0.00112250213932826,0.9907714844430991,0.9951716119744044,7.028451791248225,9.22851555690074,4.828388025595598,0.9937194172371132,9.142785130926223e-4,-0.7478690283614364,0.001447727962118359,-3.58541583411342,2.089677777390547
365,0.9787630830856698,exposed,18 to 39,0.00330596974795015,0.9722835014457084,0.9852426647256312,21.236916914330163,27.71649855429148,14.757335274368844,0.980998778292876,0.00269014034883709,-2.235695207206123,0.004262193223072239,-10.58959392442771,6.118203510015465
180,0.9849066364830856,exposed,40 to 64,0.00103589874464362,0.982876312251954,0.9869369607142174,15.09336351691426,17.123687748046066,13.063039285782562,0.9902773241096182,7.789976525275356e-4,-5.370687626532589,0.0012961186488117664,-7.911080178203651,-2.8302950748615268
365,0.9550067934737818,exposed,40 to 64,0.00286086747765134,0.9493995962530432,0.9606139906945204,44.99320652621819,50.60040374695684,39.38600930547964,0.9707554680496732,0.00217853268577402,-15.748674575891354,0.003595909813617258,-22.796657810581177,-8.700691341201527
180,0.9879744516911276,exposed,65 plus,0.00126334733508252,0.9854983364144012,0.9904505669678538,12.02554830887248,14.501663585598902,9.54943303214617,0.992600359174406,9.010000050888178e-4,-4.625907483278402,0.001551724040617453,-7.667286602888609,-1.5845283636681942
365,0.9639681330180268,exposed,65 plus,0.00359220580897394,0.9569275390073824,0.9710087270286712,36.03186698197325,43.07246099261774,28.99127297132875,0.9776555375905932,0.00259915743756977,-13.687404572566454,0.004433910459098195,-22.377869072398916,-4.996940072733991
180,0.9937194172371132,historical,18 to 39,9.142785130926223e-4,0.991927464279613,0.9955113701946136,6.280582762886677,8.07253572038702,4.488629805386335,0.9937194172371132,9.142785130926223e-4,0,0.0012929850730018938,NA,NA
365,0.980998778292876,historical,18 to 39,0.00269014034883709,0.9757262000957972,0.9862713564899546,19.00122170712415,24.273799904202864,13.728643510045435,0.980998778292876,0.00269014034883709,0,0.0038044329660125017,NA,NA
180,0.9902773241096182,historical,40 to 64,7.789976525275356e-4,0.988750516766623,0.9918041314526134,9.722675890381783,11.249483233377044,8.195868547386631,0.9902773241096182,7.789976525275356e-4,0,0.0011016690452612446,NA,NA
365,0.9707554680496732,historical,40 to 64,0.00217853268577402,0.9664856224464128,0.9750253136529335,29.24453195032683,33.51437755358722,24.974686347066456,0.9707554680496732,0.00217853268577402,0,0.0030809104702947034,NA,NA
180,0.992600359174406,historical,65 plus,9.010000050888178e-4,0.9908344316143616,0.9943662867344504,7.399640825593967,9.165568385638531,5.6337132655495115,0.992600359174406,9.010000050888178e-4,0,0.0012742064268948339,NA,NA
365,0.9776555375905932,historical,65 plus,0.00259915743756977,0.9725612826228068,0.9827497925583792,22.34446240940691,27.438717377193058,17.25020744162076,0.9776555375905932,0.00259915743756977,0,0.0036757636989540694,NA,NA
180,0.9948619933522236,unexposed,18 to 39,5.949062866276969e-4,0.9936959984562568,0.9960279882481904,5.138006647776527,6.304001543743221,3.972011751809723,0.9937194172371132,9.142785130926223e-4,1.142576115110372,0.0010907881047077896,-0.9953685701168955,3.2805208003376394
365,0.984425360256169,unexposed,18 to 39,0.00174634733878814,0.9810025823676468,0.9878481381446912,15.574639743830998,18.997417632353187,12.15186185530892,0.980998778292876,0.00269014034883709,3.4265819632930405,0.0032072705099716425,-2.859668236251379,9.71283216283746
180,0.9886704511998424,unexposed,40 to 64,4.949773674889715e-4,0.9877003133864016,0.9896405890132832,11.329548800157465,12.299686613598372,10.359410986716666,0.9902773241096182,7.789976525275356e-4,-1.6068729097757917,9.229517522437039e-4,-3.4158583441734516,0.20211252462186804
365,0.9660139702648122,unexposed,40 to 64,0.00121901096873894,0.9636247526693246,0.9684031878602998,33.98602973518783,36.37524733067543,31.596812139700223,0.9707554680496732,0.00217853268577402,-4.741497784860993,0.00249639588304652,-9.634433715632174,0.15143814591018612
180,0.9910303625358255,unexposed,65 plus,6.512655689228065e-4,0.989753905476366,0.9923068195952854,8.96963746417434,10.246094523634008,7.693180404714561,0.992600359174406,9.010000050888178e-4,-1.5699966385804842,0.0011117319148222725,-3.7489911916321383,0.6089979144711698
365,0.9729863050312318,unexposed,65 plus,0.00181095108017358,0.9694369061363276,0.976535703926136,27.013694968768153,30.56309386367229,23.46429607386402,0.9776555375905932,0.00259915743756977,-4.669232559361358,0.0031678325713421327,-10.87818439919194,1.5397192804692217
180,0.9846140130545974,exposed,Hospitalized,0.00131549380192766,0.9820356925809336,0.9871923335282612,15.385986945402609,17.964307419066515,12.8076664717387,0.9919210101364576,0.00146231370654991,-7.306997081860223,0.0019669482248584544,-11.162215602582792,-3.451778561137652
365,0.9544194949715816,exposed,Hospitalized,0.00372046949534737,0.9471275087551208,0.9617114811880424,45.580505028418486,52.87249124487925,38.288518811957715,0.9757351316855086,0.00426239411458645,-21.315636713927,0.0056577289484272325,-32.40478545284438,-10.226487975009624
180,0.9884697222503676,exposed,Not Hospitalized,7.321394827185717e-4,0.9870347552325796,0.989904689268156,11.530277749632331,12.965244767420447,10.095310731844108,0.9917745635689,5.525038880044495e-4,-3.304841318532481,9.172179503342981e-4,-5.102588501187705,-1.5070941358772567
365,0.9655946756016672,exposed,Not Hospitalized,0.00194145264476085,0.9617894983402456,0.9693998528630884,34.40532439833288,38.21050165975426,30.600147136911616,0.9753021635627764,0.00148463572974345,-9.707487961109207,0.002444050249458829,-14.49782645004851,-4.9171494721699025
180,0.9919210101364576,historical,Hospitalized,0.00146231370654991,0.9890549279375204,0.9947870923353948,8.078989863542386,10.945072062479522,5.212907664605249,0.9919210101364576,0.00146231370654991,0,0.002068023876246953,NA,NA
365,0.9757351316855086,historical,Hospitalized,0.00426239411458645,0.9673809927330036,0.9840892706380135,24.264868314491373,32.61900726699629,15.910729361986451,0.9757351316855086,0.00426239411458645,0,0.006027935565027418,NA,NA
180,0.9917745635689,historical,Not Hospitalized,5.525038880044495e-4,0.9906916758470928,0.9928574512907068,8.225436431100075,9.308324152907163,7.142548709293095,0.9917745635689,5.525038880044495e-4,0,7.81358491679758e-4,NA,NA
365,0.9753021635627764,historical,Not Hospitalized,0.00148463572974345,0.9723923310023178,0.9782119961232348,24.697836437223675,27.60766899768219,21.78800387676516,0.9753021635627764,0.00148463572974345,0,0.002099591984186864,NA,NA
180,0.9896126186755492,unexposed,Hospitalized,5.081380522597124e-4,0.9886166863939458,0.9906085509571526,10.387381324450718,11.383313606054156,9.391449042847388,0.9919210101364576,0.00146231370654991,-2.3083914609084433,0.0015480845120722673,-5.342637104570088,0.7258541827532008
365,0.9689381427099212,unexposed,Hospitalized,0.0013326460498863,0.9663262044480044,0.971550080971838,31.06185729007871,33.673795551995454,28.449919028161965,0.9757351316855086,0.00426239411458645,-6.796988975587448,0.004465864875064937,-15.550084130714724,1.9561061795398282
180,0.9910525370794836,unexposed,Not Hospitalized,3.619037293126115e-4,0.99034321880416,0.991761855354807,8.947462920516402,9.656781195839905,8.238144645193014,0.9917745635689,5.525038880044495e-4,-0.7220264894164385,6.604807760642313e-4,-2.016568810502332,0.5725158316694546
365,0.9731709973795928,unexposed,Not Hospitalized,8.30468974295705e-4,0.9715433080996952,0.97479868665949,26.829002620407326,28.456691900304865,25.201313340509905,0.9753021635627764,0.00148463572974345,-2.1311661831836526,0.0017011237366219502,-5.465368706962675,1.20303634059537
180,0.9881080044081916,exposed,Overlap,6.545886047809187e-4,0.9868250343181304,0.9893909744982524,11.891995591808534,13.174965681869487,10.60902550174758,0.9916908167037938,5.783564246016168e-4,-3.5828122956022,8.734886349501037e-4,-5.294850020104404,-1.870774571099997
365,0.964437945343105,exposed,Overlap,0.0017316203515777,0.961044031819116,0.967831858867094,35.56205465689499,38.95596818088387,32.168141132906115,0.9749973560731862,0.00157478243837654,-10.559410730081154,0.002340608632432436,-15.147003649648727,-5.971817810513579
180,0.9916908167037938,historical,Overlap,5.783564246016168e-4,0.9905572589413472,0.9928243744662404,8.309183296206225,9.442741058652835,7.175625533759722,0.9916908167037938,5.783564246016168e-4,0,8.179194995572188e-4,NA,NA
365,0.9749973560731862,historical,Overlap,0.00157478243837654,0.971910839210482,0.9780838729358904,25.00264392681384,28.089160789518065,21.916127064109723,0.9749973560731862,0.00157478243837654,0,0.0022270786821390757,NA,NA
180,0.9904835244866032,unexposed,Overlap,3.4496112940041786e-4,0.9898074130969122,0.9911596358762944,9.516475513396738,10.192586903087776,8.840364123705701,0.9916908167037938,5.783564246016168e-4,-1.2072922171906253,6.734198799227549e-4,-2.5271951818392244,0.11261074745797417
365,0.9714245576526732,unexposed,Overlap,7.510432681123738e-4,0.9699525398963416,0.9728965754090046,28.575442347326895,30.04746010365833,27.103424590995353,0.9749973560731862,0.00157478243837654,-3.572798420512946,0.0017447079179037609,-6.992425939604317,-0.15317090142157475
