time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper,unexposed_surv,unexposed_se,diff_surv_est,diff_surv_se,diff_surv_lci,diff_surv_uci
180,0.9876399480449988,exposed,NA,6.611436702280654e-4,0.986344130262745,0.9889357658272524,12.36005195500134,13.655869737254967,11.06423417274771,0.9904963227456328,3.431556560769102e-4,-2.8563747006340456,7.448937890600321e-4,-4.316366527191709,-1.3963828740763826
365,0.9629630396294856,exposed,NA,0.00172715801739207,0.9595778721197876,0.9663482071391838,37.036960370514294,40.42212788021238,33.65179286081621,0.9713756939935324,7.489635202845318e-4,-8.412654364046812,0.0018825570832669866,-12.102466247250105,-4.722842480843518
180,0.992057174594152,historical,NA,5.047790976704815e-4,0.9910678257425694,0.9930465234457349,7.9428254058478975,8.932174257430647,6.953476554265148,0.9904963227456328,3.431556560769102e-4,1.5608518485191736,6.103750828323517e-4,0.3645166861677644,2.7571870108705827
365,0.9760092485786704,historical,NA,0.00135464819165346,0.9733541869113072,0.9786643102460336,23.99075142132967,26.645813088692737,21.33568975396649,0.9713756939935324,7.489635202845318e-4,4.633554585138033,0.0015479076451348729,1.5996556006736824,7.667453569602384
180,0.9904963227456328,unexposed,NA,3.431556560769102e-4,0.989823750018631,0.9911688954726348,9.503677254367071,10.176249981369011,8.831104527365131,0.9904963227456328,3.431556560769102e-4,0,4.852953828290038e-4,NA,NA
365,0.9713756939935324,unexposed,NA,7.489635202845318e-4,0.9699077524680404,0.9728436355190244,28.62430600646759,30.092247531959604,27.156364480975583,0.9713756939935324,7.489635202845318e-4,0,0.0010591943681090815,NA,NA
180,0.988949315353708,exposed,Female,7.513066884924144e-4,0.9874767813029188,0.9904218494044972,11.050684646291886,12.523218697081065,9.57815059550271,0.9916107094900672,3.562745003539384e-4,-2.661394136359241,8.315006072011531e-4,-4.2911353264735,-1.0316529462449808
365,0.966840902559332,exposed,Female,0.00206386896227372,0.9627957937244652,0.9708860113941984,33.15909744066814,37.20420627553478,29.11398860580161,0.9747055635113888,8.499622653212157e-4,-7.864660952056846,0.002232037397963299,-12.239454252064911,-3.4898676520487792
180,0.9848611912529436,exposed,Male,0.00113623303907775,0.9826342154183068,0.9870881670875804,15.13880874705631,17.365784581693244,12.911832912419484,0.9888560459104766,5.101495307967076e-4,-3.99485465753302,0.0012455031364328076,-6.436040804941323,-1.5536685101247174
365,0.9549047246931186,exposed,Male,0.00314149015965713,0.9487475171224036,0.9610619322638336,45.0952753068814,51.252482877596314,38.93806773616648,0.9665666415780696,0.00128960809031379,-11.661916884950996,0.0033958871373803573,-18.317855674216496,-5.005978095685496
