time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper,exposed_surv,exposed_se,higher_surv_est,higher_surv_se,higher_surv_lci,higher_surv_uci
365,0.9373397776273008,exposed,NH Black,0.00325060969320805,0.9309686997008162,0.9437108555537854,62.660222372699195,69.03130029918381,56.28914444621458,0.9533712643764476,0.00340246493591171,-16.031486749146783,0.004705659466821501,-25.254579304116927,-6.808394194176643
180,0.9808599758265109,exposed,NH White,0.00103338613807624,0.9788345762137584,0.9828853754392632,19.140024173489145,21.165423786241533,17.114624560736758,0.9861086838416,0.00100773756816709,-5.248708015089143,0.0014434063588135693,-8.07778447836374,-2.4196315518145473
365,0.9639426487297365,exposed,NH White,0.00188981442434693,0.9602386805205522,0.9676466169389208,36.05735127026355,39.761319479447835,32.35338306107926,0.9737168451756856,0.00185367601933697,-9.774196445949123,0.002647170818654262,-14.962651250511476,-4.585741641386771
180,0.9803679964763282,historical,Hispanic,0.00171555295545054,0.977005574470074,0.9837304184825824,19.63200352367178,22.994425529926144,16.26958151741753,0.9803679964763282,0.00171555295545054,0,0.0024261582565674,NA,NA
365,0.9630307738683088,historical,Hispanic,0.00311768095514639,0.9569202314809356,0.9691413162556825,36.969226131691066,43.079768519064366,30.85868374431766,0.9630307738683088,0.00311768095514639,0,0.00440906668992033,NA,NA
180,0.9751321765664828,historical,NH Black,0.0018846551596431,0.9714383203303046,0.9788260328026608,24.867823433517344,28.56167966969536,21.173967197339216,0.9751321765664828,0.0018846551596431,0,0.0026653048871637026,NA,NA
365,0.9533712643764476,historical,NH Black,0.00340246493591171,0.9467025556434002,0.960039973109495,46.62873562355241,53.297444356599776,39.96002689050504,0.9533712643764476,0.00340246493591171,0,0.004811812057865244,NA,NA
180,0.9861086838416,historical,NH White,0.00100773756816709,0.9841335545021244,0.9880838131810752,13.891316158400112,15.866445497875636,11.9161868189247,0.9861086838416,0.00100773756816709,0,0.0014251561362147802,NA,NA
365,0.9737168451756856,historical,NH White,0.00185367601933697,0.9700837069387797,0.9773499834125916,26.283154824314423,29.916293061220458,22.650016587408395,0.9737168451756856,0.00185367601933697,0,0.0026214937667921145,NA,NA
180,0.9781940788027432,unexposed,Hispanic,9.267626171103846e-4,0.9763776574509888,0.9800105001544976,21.80592119725688,23.6223425490113,19.98949984550247,0.9803679964763282,0.00171555295545054,-2.1739176735849908,0.0019498745835125838,-5.995671857269656,1.6478365100996737
365,0.9590101825335152,unexposed,Hispanic,0.00169113079231482,0.9556956270874314,0.9623247379795988,40.98981746648478,44.30437291256861,37.67526202040106,0.9630307738683088,0.00311768095514639,-4.0205913347935995,0.0035468095374290762,-10.972338028154589,2.9311553585673895
180,0.9727172138884992,unexposed,NH Black,9.274165709524256e-4,0.9708995108107666,0.9745349169662316,27.28278611150092,29.100489189233357,25.465083033768487,0.9751321765664828,0.0018846551596431,-2.4149626779835787,0.0021004824604948535,-6.531908300553491,1.701982944586334
365,0.9489433743986434,unexposed,NH Black,0.0016603896212117,0.9456890705407645,0.9521976782565224,51.0566256013566,54.31092945923566,47.802321743477535,0.9533712643764476,0.00340246493591171,-4.427889977804189,0.003785982215269402,-11.848415119732216,2.992635164123838
180,0.9855907917655956,unexposed,NH White,4.252642386947e-4,0.9847572891738412,0.9864242943573502,14.40920823440428,15.242710826158689,13.57570564264976,0.9861086838416,0.00100773756816709,-0.5178920760043892,0.001093793709530231,-2.661727746683642,1.6259435946748635
365,0.9727486720687016,unexposed,NH White,7.733291833144749e-4,0.9712329747212114,0.9742643694161915,27.251327931298476,28.767025278788605,25.735630583808344,0.9737168451756856,0.00185367601933697,-0.9681731069839383,0.0020085200547743575,-4.904872414341679,2.9685262003738027
180,0.9871797950676636,exposed,18 to 39,0.00144728153722821,0.9843431753792066,0.9900164147561208,12.820204932336376,15.65682462079343,9.983585243879322,0.9888764832322146,0.00139567276954989,-1.6966881645509302,0.0020106034735035924,-5.637470972617971,2.2440946435161107
365,0.975710228018094,exposed,18 to 39,0.00270792307854814,0.9704027963112348,0.9810176597249534,24.28977198190585,29.597203688765063,18.98234027504664,0.9788956587150328,0.00261194385945969,-3.1854306969387736,0.003762326158681995,-10.559589967955484,4.1887285740779365
180,0.9711957010158994,exposed,40 to 64,0.00132433170239382,0.9686000585756228,0.973791343456176,28.80429898410064,31.399941424377182,26.208656543824095,0.979436704022588,0.0013031617362319,-8.241003006688619,0.0018579787320484199,-11.88264132150352,-4.599364691873716
365,0.9461228608577686,exposed,40 to 64,0.00238404410935811,0.941450220265872,0.9507955014496654,53.87713914223136,58.54977973412811,49.2044985503346,0.9612831981426436,0.00235039485472182,-15.16033728487498,0.0033478384501746655,-21.722100647217324,-8.598573922532635
180,0.9786180803935705,exposed,65 plus,0.00151223482677917,0.975654154596916,0.9815820061902248,21.381919606429655,24.34584540308404,18.41799380977527,0.983378929485314,0.00139079088243098,-4.760849091743569,0.0020545445845678236,-8.787756477496503,-0.7339417059906341
365,0.9597683610912092,exposed,65 plus,0.00276978040590951,0.954339691250542,0.9651970309318768,40.23163890879067,45.66030874945803,34.8029690681233,0.9686059731401772,0.00255071817924597,-8.837612048967936,0.0037653481548053595,-16.21769443238644,-1.4575296655494314
180,0.9888764832322146,historical,18 to 39,0.00139567276954989,0.9861410148696936,0.9916119515947356,11.123516767785446,13.85898513030648,8.388048405264303,0.9888764832322146,0.00139567276954989,0,0.0019737793593322737,NA,NA
365,0.9788956587150328,historical,18 to 39,0.00261194385945969,0.9737763428208512,0.9840149746092144,21.104341284967187,26.223657179148763,15.985025390785722,0.9788956587150328,0.00261194385945969,0,0.003693846430205019,NA,NA
180,0.979436704022588,historical,40 to 64,0.0013031617362319,0.9768825539535428,0.9819908540916332,20.563295977412132,23.117446046457268,18.009145908366886,0.979436704022588,0.0013031617362319,0,0.001842949001344823,NA,NA
365,0.9612831981426436,historical,40 to 64,0.00235039485472182,0.9566765088779404,0.9658898874073464,38.71680185735649,43.32349112205958,34.11011259265351,0.9612831981426436,0.00235039485472182,0,0.003323960280479538,NA,NA
180,0.983378929485314,historical,65 plus,0.00139079088243098,0.9806530294457224,0.9861048295249052,16.62107051468609,19.346970554277476,13.895170475094698,0.983378929485314,0.00139079088243098,0,0.0019668753283587368,NA,NA
365,0.9686059731401772,historical,65 plus,0.00255071817924597,0.9636066573741434,0.9736052889062108,31.394026859822844,36.39334262585658,26.394711093789212,0.9686059731401772,0.00255071817924597,0,0.0036072602428812582,NA,NA
180,0.9906001586495276,unexposed,18 to 39,8.302511038273698e-4,0.9889728963879012,0.992227420911154,9.39984135047245,11.027103612098689,7.772579088846099,0.9888764832322146,0.00139567276954989,1.7236754173129976,0.0016239517773227216,-1.4592700662395368,4.906620900865532
365,0.9821407652332048,unexposed,18 to 39,0.00156160575884753,0.9790800741878134,0.9852014562785965,17.859234766795073,20.9199258121866,14.798543721403544,0.9788956587150328,0.00261194385945969,3.245106518172003,0.003043166651866925,-2.71950011948717,9.209713155831176
180,0.9772747140431312,unexposed,40 to 64,6.373919682692268e-4,0.9760254487412884,0.978523979344974,22.725285956868845,23.974551258711728,21.476020655026073,0.979436704022588,0.0013031617362319,-2.1619899794568243,0.0014506891576051223,-5.005340728362864,0.6813607694492155
365,0.9572867774965864,unexposed,40 to 64,0.00114683542028582,0.9550390213766312,0.9595345336165414,42.7132225034137,44.96097862336879,40.465466383458605,0.9612831981426436,0.00235039485472182,-3.9964206460572083,0.0026152604945444647,-9.122331215364358,1.1294899232499427
180,0.98249310119509,unexposed,65 plus,8.41026592161085e-4,0.980844719364414,0.9841414830257664,17.506898804909852,19.155280635586024,15.858516974233684,0.983378929485314,0.00139079088243098,-0.8858282902239889,0.0016253076654514469,-4.071431314508825,2.299774734060847
365,0.9669564961969924,unexposed,65 plus,0.00154395260784034,0.9639304046917886,0.969982587702196,33.04350380300769,36.06959530821141,30.017412297803855,0.9686059731401772,0.00255071817924597,-1.6494769431847356,0.0029816024022650744,-7.493417651624281,4.19446376525481
180,0.9702707007274054,exposed,Hospitalized,0.00183849990786011,0.9666673071224194,0.9738740943323916,29.7292992725946,33.33269287758056,26.125905667608528,0.9794480683195276,0.00306517041828682,-9.177367592122177,0.0035742623860514538,-16.182921868783026,-2.171813315461327
365,0.9446449854663084,exposed,Hospitalized,0.00334749317805206,0.9380840193988328,0.951205951533784,55.35501453369152,61.9159806011671,48.79404846621593,0.9614183177131572,0.00561867742389165,-16.77333224684885,0.006540278783878772,-29.592278663251243,-3.954385830446456
180,0.9783458994255256,exposed,Not Hospitalized,8.788019605108069e-4,0.9766234792333812,0.98006831961767,21.654100574474477,23.376520766618786,19.931680382330065,0.9829843652214028,9.496197231988928e-4,-4.6384657958771225,0.0012938587652777174,-7.174428975821448,-2.1025026159327966
365,0.9593895504566994,exposed,Not Hospitalized,0.00156045770154116,0.9563311095622806,0.9624479913511182,40.61044954330062,43.66889043771938,37.55200864888175,0.9679545468589068,0.00169887007607172,-8.564996402207425,0.00230676998716193,-13.086265577044808,-4.043727227370042
180,0.9794480683195276,historical,Hospitalized,0.00306517041828682,0.9734404446932078,0.9854556919458471,20.551931680472535,26.559555306792216,14.544308054152744,0.9794480683195276,0.00306517041828682,0,0.004334805576526033,NA,NA
365,0.9614183177131572,historical,Hospitalized,0.00561867742389165,0.9504059123215814,0.9724307231047332,38.581682286842664,49.59408767841855,27.56927689526667,0.9614183177131572,0.00561867742389165,0,0.007946009815467095,NA,NA
180,0.9829843652214028,historical,Not Hospitalized,9.496197231988928e-4,0.9811231447649242,0.9848455856778816,17.015634778597132,18.87685523507576,15.154414322118392,0.9829843652214028,9.496197231988928e-4,0,0.0013429650916448586,NA,NA
365,0.9679545468589068,historical,Not Hospitalized,0.00169887007607172,0.9646248226953932,0.97128427102242,32.045453141093304,35.37517730460671,28.7157289775799,0.9679545468589068,0.00169887007607172,0,0.002402565102290438,NA,NA
180,0.9792280300160932,unexposed,Hospitalized,7.255975697804778e-4,0.9778058849120536,0.98065017512013275,20.77196998390685,22.19411508794633,19.34982487986725,0.9794480683195276,0.00306517041828682,-0.2200383034344222,0.003149882779789104,-6.393808551821066,5.953731944952222
365,0.9610129751049822,unexposed,Hospitalized,0.00133322765267259,0.9583998969225512,0.9636260532874134,38.98702489501782,41.60010307744888,36.37394671258664,0.9614183177131572,0.00561867742389165,-0.4053426081750411,0.005774688906564627,-11.723732865041711,10.913047648691629
180,0.9822843657227956,unexposed,Not Hospitalized,4.2356178334912914e-4,0.9814541998822036,0.9831145315633874,17.71563427720446,18.545800117796276,16.885468436612648,0.9829843652214028,9.496197231988928e-4,-0.6999994986071068,0.0010397991166577495,-2.7380057672562956,1.3380067700420823
365,0.9666574377774731,unexposed,Not Hospitalized,7.440950404322775e-4,0.9651990382971511,0.9681158372577956,33.34256222252674,34.80096170284885,31.884162742204513,0.9679545468589068,0.00169887007607172,-1.297109081433656,0.0018546797471714206,-4.93228138588964,2.338063223022328
180,0.9781176128978996,exposed,Overlap,8.055130061093626e-4,0.9765388364168468,0.9796963893789526,21.88238710210033,23.46116358315331,20.30361062104735,0.9822753703106962,0.00107101382215409,-4.15775741279667,0.0013401200730742207,-6.784392756022143,-1.5311220695711976
365,0.9588662745539076,exposed,Overlap,0.00144425753819369,0.9560355817946476,0.9616969673131678,41.133725446092285,43.96441820535246,38.30303268683222,0.9665657605872948,0.00192559654722401,-7.699486033387215,0.00240703176117606,-12.417268285292291,-2.981703781482137
180,0.9822753703106962,historical,Overlap,0.00107101382215409,0.9801762217923295,0.9843745188290628,17.72462968930377,19.82377820767045,15.625481170937206,0.9822753703106962,0.00107101382215409,0,0.0015146422727793602,NA,NA
365,0.9665657605872948,historical,Overlap,0.00192559654722401,0.9627916607059812,0.9703398604686088,33.43423941270507,37.208339294018785,29.66013953139135,0.9665657605872948,0.00192559654722401,0,0.002723204752742999,NA,NA
180,0.9810937581798458,unexposed,Overlap,4.052012412755209e-4,0.9802995783404548,0.9818879380192368,18.906241820154214,19.70042165954522,18.112061980763315,0.9822753703106962,0.00107101382215409,-1.1816121308504401,0.0011451020274090584,-3.4260121045721945,1.0627878428713144
365,0.9643722017118876,unexposed,Overlap,7.225520232059411e-4,0.9629560257694472,0.9657883776543276,35.627798288112466,37.04397423055272,34.211622345672325,0.9665657605872948,0.00192559654722401,-2.1935588754071755,0.002056697228305622,-6.224685442886194,1.8375676920718433
