time,surv,COHORT,modifier,se,ci_lower,ci_upper,exposed_surv,exposed_se,reduced_surv_est,reduced_surv_se,reduced_surv_lci,reduced_surv_uci
180,0.9767466547615802,exposed,NA,0.0010205340077959633,0.9747464448613017,0.9787468646618586,0.9767466547615802,0.0010205340077959633,1000,0.0014432530346880211,NA,NA
365,0.956373612582678,exposed,NA,0.00187444811092631,0.9526997617943732,0.9600474633709827,0.956373612582678,0.00187444811092631,1000,0.002650869940436615,NA,NA
180,0.9849862071097872,historical,NA,7.081200239122725e-4,0.9835983173661875,0.986374096853387,0.9767466547615802,0.0010205340077959633,991.7604476517929,0.0012421447698773315,994.1950514007525,989.3258439028334
365,0.9715690702686322,historical,NA,0.0012573769196076645,0.9691046567912092,0.9740334837460551,0.956373612582678,0.00187444811092631,984.8045423140458,0.0022571115254938715,989.2284809040138,980.3806037240778
180,0.9813939566368108,unexposed,NA,4.260465535137007e-4,0.9805589207361866,0.9822289925374351,0.9767466547615802,0.0010205340077959633,995.3526981247693,0.0011058957124561945,997.5202537211835,993.1851425283552
365,0.9649158722345874,unexposed,NA,7.838607747065429e-4,0.9633795333472689,0.9664522111219059,0.956373612582678,0.00187444811092631,991.4577403480905,0.002031746400188457,995.4399632924599,987.4755174037211
180,0.9749131970526933,exposed,Female,0.0011940049963941764,0.9725729902623999,0.9772534038429868,0.9749131970526933,0.0011940049963941764,1000,0.0016885780594418827,NA,NA
365,0.9533045478102659,exposed,Female,0.0021663953810561096,0.949058490887122,0.9575506047334098,0.9533045478102659,0.0021663953810561096,1000,0.0030637457293519795,NA,NA
180,0.9784746279922685,exposed,Male,0.0017279576375455817,0.9750878932558682,0.9818613627286686,0.9784746279922685,0.0017279576375455817,1000,0.0024437011262231343,NA,NA
365,0.9597867661417661,exposed,Male,0.0031632576070485517,0.9535868951581286,0.9659866371254036,0.9597867661417661,0.0031632576070485517,1000,0.004473521809167924,NA,NA
180,0.9832609880419697,historical,Female,0.0010765303266900327,0.9811510273733921,0.9853709487105473,0.9749131970526933,0.0011940049963941764,991.6522090107236,0.0016076583827721628,994.803219440957,988.5011985804902
365,0.9685611273579646,historical,Female,0.0019170519009388482,0.9648037746756305,0.9723184800402989,0.9533045478102659,0.0021663953810561096,984.7434204523013,0.0028928112516986826,990.4133305056306,979.0735103989718
180,0.9849455502035587,historical,Male,9.92979387783219e-4,0.9829993463661129,0.9868917540410044,0.9784746279922685,0.0017279576375455817,993.5290777887099,0.001992948986229814,997.4352578017202,989.6228977756994
365,0.971667463514736,historical,Male,0.0017940797486381613,0.9681511318220125,0.9751837952074595,0.9597867661417661,0.0031632576070485517,988.11930262703,0.003636608424483463,995.2470551390177,980.9915501150425
180,0.9806485531489333,unexposed,Female,7.393383239445411e-4,0.9791994766616118,0.9820976296362548,0.9749131970526933,0.0011940049963941764,994.26464390376,0.001404374981501515,997.017218867503,991.5120689400171
365,0.9637628187897034,unexposed,Female,0.001322983493627777,0.9611698187900519,0.9663558187893548,0.9533045478102659,0.0021663953810561096,989.5417290205625,0.0025384157010767175,994.5170237946729,984.5664342464521
180,0.9832390042716663,unexposed,Male,8.586701799540759e-4,0.9815560416443577,0.9849219668989748,0.9784746279922685,0.0017279576375455817,995.2356237206021,0.0019295471165779998,999.0175360690951,991.4537113721093
365,0.9685206541571444,unexposed,Male,0.0016199460705154513,0.9653456182020369,0.9716956901122519,0.9597867661417661,0.0031632576070485517,991.2661119846217,0.0035539307759056,998.2318163053966,984.3004076638467
180,0.9782408929710104,exposed,Hispanic,0.0017361598056394173,0.974838082280551,0.9816437036614696,0.9782408929710104,0.0017361598056394173,1000,0.002455300743582301,NA,NA
365,0.9593182610393045,exposed,Hispanic,0.003202654128518027,0.9530411742924707,0.9655953477861383,0.9593182610393045,0.003202654128518027,1000,0.00452923690414038,NA,NA
180,0.968776099337911,exposed,NH Black,0.0029869049903323602,0.9629218731316166,0.9746303255442054,0.968776099337911,0.0029869049903323602,1000,0.004224121546847902,NA,NA
365,0.9421392972103243,exposed,NH Black,0.005494460459310841,0.9313703525955956,0.952908241825053,0.9421392972103243,0.005494460459310841,1000,0.007770340499480096,NA,NA
180,0.9792639756347696,exposed,NH White,0.0012138681028789674,0.9768848378711449,0.9816431133983944,0.9792639756347696,0.0012138681028789674,1000,0.001716668734023535,NA,NA
365,0.9611906231298928,exposed,NH White,0.002222699390939545,0.9568342123751922,0.9655470338845934,0.9611906231298928,0.002222699390939545,1000,0.0031433716237451222,NA,NA
180,0.9846375882317893,historical,Hispanic,0.001295988537821838,0.9820974973732818,0.9871776790902969,0.9782408929710104,0.0017361598056394173,993.6033047392211,0.0021665265197738717,997.8496967179778,989.3569127604643
365,0.9710786780045912,historical,Hispanic,0.0023636869575701467,0.9664459366970267,0.9757114193121559,0.9593182610393045,0.003202654128518027,988.2395830347133,0.003980453428982781,996.0412717555195,980.437894313907
180,0.9795397304448625,historical,NH Black,0.0018298134427900963,0.9759533619985666,0.9831260988911583,0.968776099337911,0.0029869049903323602,989.2363688930484,0.0035028300924663334,996.1019158742824,982.3708219118145
365,0.9616958281438728,historical,NH Black,0.00334573268278499,0.9551383125837156,0.9682533437040299,0.9421392972103243,0.005494460459310841,980.4434690664515,0.006432963774465541,993.052078064404,967.8348600684991
180,0.9868125321649553,historical,NH White,8.897284007960037e-4,0.9850686965433727,0.9885563677865379,0.9792639756347696,0.0012138681028789674,992.4514434698143,0.0015050223913184806,995.4012873567985,989.5015995828301
